Study	Drug	DrugName	Gene	Gene_in_GenAge_Human	Gene_in_GenAge_Model	Gene_targeted_by_DrugAge	Drug_targets_GenAge_Human	Drug_targets_GenAge_Model	Drug_in_DrugAge
Snell2018	CHEMBL532	ERYTHROMYCIN	IL17A	NA	NA	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL532	ERYTHROMYCIN	XDH	NA	TRUE	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL532	ERYTHROMYCIN	G6PD	NA	TRUE	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL1201073	SUCCIMER	G6PD	NA	TRUE	TRUE	NA	TRUE	NA
Snell2018	CHEMBL1009	LEVODOPA	DRD3	NA	NA	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL1009	LEVODOPA	GPR143	NA	NA	NA	TRUE	TRUE	NA
Snell2018	CHEMBL1009	LEVODOPA	IL15	NA	NA	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL1009	LEVODOPA	NR4A1	NA	NA	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL1009	LEVODOPA	BDNF	TRUE	NA	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL1009	LEVODOPA	MAOB	NA	NA	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL1009	LEVODOPA	MAPK1	NA	TRUE	NA	TRUE	TRUE	NA
Snell2018	CHEMBL1009	LEVODOPA	DLG4	NA	NA	NA	TRUE	TRUE	NA
Snell2018	CHEMBL1009	LEVODOPA	TRPV1	TRUE	NA	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL1009	LEVODOPA	DRD1	NA	NA	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL1009	LEVODOPA	DRD4	NA	NA	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL1009	LEVODOPA	DRD2	NA	NA	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL1009	LEVODOPA	MT-CO1	TRUE	NA	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL1009	LEVODOPA	SYK	NA	NA	NA	TRUE	TRUE	NA
Snell2018	CHEMBL1009	LEVODOPA	DRD5	NA	NA	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL1009	LEVODOPA	AGTR1	TRUE	TRUE	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL1009	LEVODOPA	ADA	NA	NA	NA	TRUE	TRUE	NA
Snell2018	CHEMBL1009	LEVODOPA	ZAP70	NA	NA	NA	TRUE	TRUE	NA
Snell2018	CHEMBL1009	LEVODOPA	BAX	TRUE	TRUE	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL1430	PENICILLAMINE	PGD	NA	NA	NA	TRUE	NA	NA
Snell2018	CHEMBL1430	PENICILLAMINE	SLC2A4	NA	NA	TRUE	TRUE	NA	NA
Snell2018	CHEMBL1430	PENICILLAMINE	PTH	NA	NA	TRUE	TRUE	NA	NA
Snell2018	CHEMBL1430	PENICILLAMINE	CP	NA	NA	TRUE	TRUE	NA	NA
Snell2018	CHEMBL1430	PENICILLAMINE	STS	NA	NA	TRUE	TRUE	NA	NA
Snell2018	CHEMBL1430	PENICILLAMINE	DDIT3	TRUE	NA	TRUE	TRUE	NA	NA
Snell2018	CHEMBL1430	PENICILLAMINE	GCG	NA	NA	TRUE	TRUE	NA	NA
Snell2018	CHEMBL1561	MIGLITOL	MGA	NA	NA	TRUE	NA	NA	NA
Snell2018	CHEMBL1561	MIGLITOL	MGAM	NA	NA	TRUE	NA	NA	NA
Snell2018	CHEMBL1561	MIGLITOL	GAA	NA	NA	TRUE	NA	NA	NA
Snell2018	CHEMBL539	ACETIC ACID	HTR2B	NA	NA	TRUE	NA	TRUE	TRUE
Snell2018	CHEMBL539	ACETIC ACID	HTR2C	NA	NA	TRUE	NA	TRUE	TRUE
Snell2018	CHEMBL539	ACETIC ACID	FFAR2	NA	NA	TRUE	NA	TRUE	TRUE
Snell2018	CHEMBL539	ACETIC ACID	ADARB2	NA	TRUE	TRUE	NA	TRUE	TRUE
Snell2018	CHEMBL539	ACETIC ACID	HTR2A	NA	NA	TRUE	NA	TRUE	TRUE
Snell2018	CHEMBL1201780	CARGLUMIC ACID	CPS1	NA	NA	NA	NA	NA	NA
Snell2018	CHEMBL1201780	CARGLUMIC ACID	NAGS	NA	NA	NA	NA	NA	NA
Snell2018	CHEMBL222863	OUABAIN	ATP1A1	NA	TRUE	NA	NA	TRUE	NA
Snell2018	CHEMBL578	ENALAPRIL	DPP4	NA	NA	NA	TRUE	TRUE	NA
Snell2018	CHEMBL578	ENALAPRIL	CTGF	TRUE	NA	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL578	ENALAPRIL	PDE5A	NA	NA	NA	TRUE	TRUE	NA
Snell2018	CHEMBL578	ENALAPRIL	GSR	TRUE	NA	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL578	ENALAPRIL	HSPA4	NA	NA	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL578	ENALAPRIL	ACE	NA	NA	NA	TRUE	TRUE	NA
Snell2018	CHEMBL578	ENALAPRIL	DSP	NA	NA	NA	TRUE	TRUE	NA
Snell2018	CHEMBL578	ENALAPRIL	TP53	TRUE	TRUE	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL578	ENALAPRIL	NOS1	NA	NA	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL578	ENALAPRIL	MAPK8	TRUE	TRUE	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL578	ENALAPRIL	AGT	NA	NA	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL553	ERLOTINIB	EGFR	TRUE	NA	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL553	ERLOTINIB	KRAS	NA	TRUE	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL553	ERLOTINIB	DDR2	NA	NA	NA	TRUE	TRUE	NA
Snell2018	CHEMBL553	ERLOTINIB	PTEN	TRUE	TRUE	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL553	ERLOTINIB	CDH1	NA	NA	NA	TRUE	TRUE	NA
Snell2018	CHEMBL553	ERLOTINIB	TP53	TRUE	TRUE	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL553	ERLOTINIB	MET	NA	NA	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL553	ERLOTINIB	BRAF	NA	NA	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL553	ERLOTINIB	MAPK1	NA	TRUE	NA	TRUE	TRUE	NA
Snell2018	CHEMBL553	ERLOTINIB	ERBB4	NA	NA	NA	TRUE	TRUE	NA
Snell2018	CHEMBL553	ERLOTINIB	NF2	NA	NA	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL553	ERLOTINIB	BIRC5	NA	NA	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL553	ERLOTINIB	CBL	NA	NA	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL553	ERLOTINIB	NF1	NA	TRUE	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL553	ERLOTINIB	CYP2D6	NA	TRUE	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL553	ERLOTINIB	APC	NA	NA	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL553	ERLOTINIB	IGF1R	TRUE	TRUE	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL553	ERLOTINIB	ERBB2	TRUE	NA	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL1144	PRAVASTATIN	MMP2	NA	NA	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL1144	PRAVASTATIN	ABCB1	NA	NA	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL1144	PRAVASTATIN	CYP3A4	NA	TRUE	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL1144	PRAVASTATIN	IL2	TRUE	NA	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL1144	PRAVASTATIN	APOB	NA	NA	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL1144	PRAVASTATIN	HMGCR	NA	NA	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL1144	PRAVASTATIN	BAX	TRUE	TRUE	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL1144	PRAVASTATIN	SLCO1B1	NA	NA	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL1144	PRAVASTATIN	ABCG2	NA	NA	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL1144	PRAVASTATIN	NOS1	NA	NA	TRUE	TRUE	TRUE	NA
Snell2018	CHEMBL267345	AMPHOTERICIN B	CYP3A4	NA	TRUE	TRUE	NA	TRUE	NA
Snell2018	CHEMBL267345	AMPHOTERICIN B	PC	NA	NA	NA	NA	TRUE	NA
Snell2018	CHEMBL267345	AMPHOTERICIN B	TGM2	NA	NA	TRUE	NA	TRUE	NA
Snell2018	CHEMBL267345	AMPHOTERICIN B	DCT	NA	NA	NA	NA	TRUE	NA
Snell2018	CHEMBL267345	AMPHOTERICIN B	RLN2	NA	NA	NA	NA	TRUE	NA
Snell2018	CHEMBL1070	NABUMETONE	PTGS1	NA	NA	TRUE	TRUE	NA	NA
Snell2018	CHEMBL1070	NABUMETONE	PTGS2	TRUE	NA	TRUE	TRUE	NA	NA
Snell2018	CHEMBL926	DOBUTAMINE	ADRB1	NA	NA	TRUE	NA	NA	NA
Snell2018	CHEMBL926	DOBUTAMINE	ADRB2	NA	NA	TRUE	NA	NA	NA
Yang2018	CHEMBL59030	CHEMBL59030	NR1H2	NA	TRUE	NA	NA	TRUE	NA
Yang2018	CHEMBL59030	CHEMBL59030	NR1H3	NA	NA	NA	NA	TRUE	NA
Yang2018	CHEMBL267476	LINOLEIC ACID	TRPM8	NA	NA	NA	TRUE	TRUE	NA
Yang2018	CHEMBL267476	LINOLEIC ACID	FFAR1	NA	NA	NA	TRUE	TRUE	NA
Yang2018	CHEMBL267476	LINOLEIC ACID	KCNB1	NA	NA	NA	TRUE	TRUE	NA
Yang2018	CHEMBL267476	LINOLEIC ACID	PPARG	TRUE	TRUE	TRUE	TRUE	TRUE	NA
Yang2018	CHEMBL267476	LINOLEIC ACID	FFAR4	NA	NA	NA	TRUE	TRUE	NA
Yang2018	CHEMBL267476	LINOLEIC ACID	HNF4A	NA	NA	NA	TRUE	TRUE	NA
Ziehm2017	CHEMBL1421	DASATINIB	ABL1	TRUE	NA	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL1421	DASATINIB	EPHA2	NA	NA	NA	TRUE	TRUE	NA
Ziehm2017	CHEMBL1421	DASATINIB	DDR2	NA	NA	NA	TRUE	TRUE	NA
Ziehm2017	CHEMBL1421	DASATINIB	PDGFRA	TRUE	NA	NA	TRUE	TRUE	NA
Ziehm2017	CHEMBL1421	DASATINIB	FYN	NA	NA	NA	TRUE	TRUE	NA
Ziehm2017	CHEMBL1421	DASATINIB	BRAF	NA	NA	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL1421	DASATINIB	CSF1R	NA	NA	NA	TRUE	TRUE	NA
Ziehm2017	CHEMBL1421	DASATINIB	HCK	NA	NA	NA	TRUE	TRUE	NA
Ziehm2017	CHEMBL1421	DASATINIB	KIT	NA	NA	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL1421	DASATINIB	STAT5B	TRUE	NA	NA	TRUE	TRUE	NA
Ziehm2017	CHEMBL1421	DASATINIB	PDGFRB	TRUE	NA	NA	TRUE	TRUE	NA
Ziehm2017	CHEMBL1421	DASATINIB	SRC	NA	NA	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL1421	DASATINIB	HRAS	TRUE	NA	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL1421	DASATINIB	ARID1A	NA	NA	NA	TRUE	TRUE	NA
Ziehm2017	CHEMBL1421	DASATINIB	FRK	NA	NA	NA	TRUE	TRUE	NA
Ziehm2017	CHEMBL1421	DASATINIB	FGR	NA	NA	NA	TRUE	TRUE	NA
Ziehm2017	CHEMBL1421	DASATINIB	NF1	NA	TRUE	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL1421	DASATINIB	CBL	NA	NA	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL1421	DASATINIB	BLK	NA	NA	NA	TRUE	TRUE	NA
Ziehm2017	CHEMBL1421	DASATINIB	ABL2	NA	NA	NA	TRUE	TRUE	NA
Ziehm2017	CHEMBL1421	DASATINIB	SLK	NA	NA	NA	TRUE	TRUE	NA
Ziehm2017	CHEMBL1421	DASATINIB	TP53	TRUE	TRUE	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL1421	DASATINIB	APC	NA	NA	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL1421	DASATINIB	LCK	NA	NA	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL1421	DASATINIB	BCR	NA	NA	NA	TRUE	TRUE	NA
Ziehm2017	CHEMBL1421	DASATINIB	MET	NA	NA	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL1421	DASATINIB	YES1	NA	NA	NA	TRUE	TRUE	NA
Ziehm2017	CHEMBL1421	DASATINIB	EGFR	TRUE	NA	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL1421	DASATINIB	IDH2	NA	NA	NA	TRUE	TRUE	NA
Ziehm2017	CHEMBL1421	DASATINIB	PIK3CA	TRUE	TRUE	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL1421	DASATINIB	SIK3	NA	NA	NA	TRUE	TRUE	NA
Ziehm2017	CHEMBL1421	DASATINIB	KRAS	NA	TRUE	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL1421	DASATINIB	SIK1	NA	NA	NA	TRUE	TRUE	NA
Ziehm2017	CHEMBL1421	DASATINIB	LYN	NA	NA	NA	TRUE	TRUE	NA
Ziehm2017	CHEMBL1421	DASATINIB	IDH1	NA	TRUE	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL1421	DASATINIB	SIK2	NA	NA	NA	TRUE	TRUE	NA
Ziehm2017	CHEMBL1421	DASATINIB	SRMS	NA	NA	NA	TRUE	TRUE	NA
Ziehm2017	CHEMBL1421	DASATINIB	CSF3R	NA	NA	NA	TRUE	TRUE	NA
Ziehm2017	CHEMBL1090173	SD-0006	MAPK14	TRUE	NA	TRUE	TRUE	NA	NA
Ziehm2017	CHEMBL274064	SB-220025	MAPK14	TRUE	NA	TRUE	TRUE	NA	NA
Ziehm2017	CHEMBL478629	DORSOMORPHIN	SRC	NA	NA	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL478629	DORSOMORPHIN	FLT3	NA	NA	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL478629	DORSOMORPHIN	FLT1	TRUE	NA	NA	TRUE	TRUE	NA
Ziehm2017	CHEMBL478629	DORSOMORPHIN	KDR	NA	NA	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL478629	DORSOMORPHIN	EPHA2	NA	NA	NA	TRUE	TRUE	NA
Ziehm2017	CHEMBL478629	DORSOMORPHIN	MKNK1	NA	TRUE	NA	TRUE	TRUE	NA
Ziehm2017	CHEMBL478629	DORSOMORPHIN	RPS6KA1	NA	NA	NA	TRUE	TRUE	NA
Ziehm2017	CHEMBL478629	DORSOMORPHIN	LCK	NA	NA	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL941	IMATINIB	PDGFRA	TRUE	NA	NA	TRUE	TRUE	NA
Ziehm2017	CHEMBL941	IMATINIB	KIT	NA	NA	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL941	IMATINIB	RET	TRUE	NA	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL941	IMATINIB	PDGFRB	TRUE	NA	NA	TRUE	TRUE	NA
Ziehm2017	CHEMBL941	IMATINIB	MET	NA	NA	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL941	IMATINIB	NTRK1	NA	NA	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL941	IMATINIB	CSF1R	NA	NA	NA	TRUE	TRUE	NA
Ziehm2017	CHEMBL941	IMATINIB	ABL1	TRUE	NA	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL941	IMATINIB	BCR	NA	NA	NA	TRUE	TRUE	NA
Ziehm2017	CHEMBL941	IMATINIB	ABCG2	NA	NA	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL941	IMATINIB	FLT3	NA	NA	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL941	IMATINIB	EGFR	TRUE	NA	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL941	IMATINIB	NF2	NA	NA	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL941	IMATINIB	DDR2	NA	NA	NA	TRUE	TRUE	NA
Ziehm2017	CHEMBL941	IMATINIB	CYP3A4	NA	TRUE	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL941	IMATINIB	NF1	NA	TRUE	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL941	IMATINIB	BCL2L11	NA	NA	NA	TRUE	TRUE	NA
Ziehm2017	CHEMBL941	IMATINIB	ALK	NA	TRUE	NA	TRUE	TRUE	NA
Ziehm2017	CHEMBL941	IMATINIB	MYC	TRUE	NA	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL941	IMATINIB	CTNNB1	TRUE	NA	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL941	IMATINIB	CD40LG	NA	NA	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL941	IMATINIB	DDR1	NA	NA	NA	TRUE	TRUE	NA
Ziehm2017	CHEMBL941	IMATINIB	FIP1L1	NA	NA	NA	TRUE	TRUE	NA
Ziehm2017	CHEMBL941	IMATINIB	SLC2A4	NA	NA	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL941	IMATINIB	ETV6	NA	NA	NA	TRUE	TRUE	NA
Ziehm2017	CHEMBL941	IMATINIB	BRAF	NA	NA	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL941	IMATINIB	CDKN2A	TRUE	NA	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL941	IMATINIB	ABCB1	NA	NA	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL941	IMATINIB	PRKCH	NA	NA	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL941	IMATINIB	ABL2	NA	NA	NA	TRUE	TRUE	NA
Ziehm2017	CHEMBL941	IMATINIB	KRAS	NA	TRUE	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL941	IMATINIB	JAK2	TRUE	NA	NA	TRUE	TRUE	NA
Ziehm2017	CHEMBL941	IMATINIB	BIRC5	NA	NA	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL941	IMATINIB	SMAD4	NA	NA	NA	TRUE	TRUE	NA
Ziehm2017	CHEMBL23327	PURVALANOLA	CDK4	NA	NA	TRUE	NA	TRUE	NA
Ziehm2017	CHEMBL23327	PURVALANOLA	CDK5	NA	TRUE	NA	NA	TRUE	NA
Ziehm2017	CHEMBL23327	PURVALANOLA	CDK2	NA	NA	TRUE	NA	TRUE	NA
Ziehm2017	CHEMBL1336	SORAFENIB	KDR	NA	NA	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL1336	SORAFENIB	PDGFRB	TRUE	NA	NA	TRUE	TRUE	NA
Ziehm2017	CHEMBL1336	SORAFENIB	RAF1	NA	NA	NA	TRUE	TRUE	NA
Ziehm2017	CHEMBL1336	SORAFENIB	KIT	NA	NA	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL1336	SORAFENIB	KRAS	NA	TRUE	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL1336	SORAFENIB	FLT1	TRUE	NA	NA	TRUE	TRUE	NA
Ziehm2017	CHEMBL1336	SORAFENIB	RET	TRUE	NA	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL1336	SORAFENIB	FLT3	NA	NA	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL1336	SORAFENIB	AKT1	TRUE	TRUE	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL1336	SORAFENIB	MET	NA	NA	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL1336	SORAFENIB	BRAF	NA	NA	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL1336	SORAFENIB	CDK19	NA	NA	NA	TRUE	TRUE	NA
Ziehm2017	CHEMBL1336	SORAFENIB	FGFR1	TRUE	NA	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL1336	SORAFENIB	VEGFA	TRUE	NA	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL1336	SORAFENIB	CENPE	NA	NA	NA	TRUE	TRUE	NA
Ziehm2017	CHEMBL1336	SORAFENIB	FLT4	NA	NA	NA	TRUE	TRUE	NA
Ziehm2017	CHEMBL1336	SORAFENIB	HMOX1	NA	NA	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL1336	SORAFENIB	EGFR	TRUE	NA	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL1336	SORAFENIB	FGFR3	NA	NA	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL1336	SORAFENIB	ARAF	NA	NA	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL1336	SORAFENIB	PDGFRA	TRUE	NA	NA	TRUE	TRUE	NA
Ziehm2017	CHEMBL1336	SORAFENIB	DDR2	NA	NA	NA	TRUE	TRUE	NA
Ziehm2017	CHEMBL1336	SORAFENIB	ERBB2	TRUE	NA	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL1336	SORAFENIB	CDK8	NA	NA	NA	TRUE	TRUE	NA
Ziehm2017	CHEMBL1336	SORAFENIB	NRAS	NA	TRUE	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL1336	SORAFENIB	PTEN	TRUE	TRUE	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL1336	SORAFENIB	FGF3	NA	NA	NA	TRUE	TRUE	NA
Ziehm2017	CHEMBL1336	SORAFENIB	VHL	NA	NA	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL1336	SORAFENIB	CSF1R	NA	NA	NA	TRUE	TRUE	NA
Ziehm2017	CHEMBL1336	SORAFENIB	NF1	NA	TRUE	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL1336	SORAFENIB	PIK3CA	TRUE	TRUE	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL1088751	PH-797804	MAPK13	NA	NA	NA	TRUE	NA	NA
Ziehm2017	CHEMBL1088751	PH-797804	MAPK12	NA	NA	NA	TRUE	NA	NA
Ziehm2017	CHEMBL1088751	PH-797804	MAPK14	TRUE	NA	TRUE	TRUE	NA	NA
Ziehm2017	CHEMBL1088751	PH-797804	MAPK11	NA	NA	TRUE	TRUE	NA	NA
Ziehm2017	CHEMBL428462	CHEMBL428462	KRAS	NA	TRUE	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL428462	CHEMBL428462	PIK3CA	TRUE	TRUE	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL255863	NILOTINIB	ABL1	TRUE	NA	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL255863	NILOTINIB	FLT3	NA	NA	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL255863	NILOTINIB	BCR	NA	NA	NA	TRUE	TRUE	NA
Ziehm2017	CHEMBL255863	NILOTINIB	KIT	NA	NA	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL255863	NILOTINIB	ABL2	NA	NA	NA	TRUE	TRUE	NA
Ziehm2017	CHEMBL255863	NILOTINIB	PDGFRA	TRUE	NA	NA	TRUE	TRUE	NA
Ziehm2017	CHEMBL255863	NILOTINIB	UGT1A1	NA	NA	NA	TRUE	TRUE	NA
Ziehm2017	CHEMBL255863	NILOTINIB	PDGFRB	TRUE	NA	NA	TRUE	TRUE	NA
Ziehm2017	CHEMBL255863	NILOTINIB	NF1	NA	TRUE	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL255863	NILOTINIB	KRAS	NA	TRUE	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL255863	NILOTINIB	NOS2	NA	NA	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL255863	NILOTINIB	DDR1	NA	NA	NA	TRUE	TRUE	NA
Ziehm2017	CHEMBL255863	NILOTINIB	DDR2	NA	NA	NA	TRUE	TRUE	NA
Ziehm2017	CHEMBL573339	PI-103	PIK3R4	NA	NA	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL573339	PI-103	MTOR	TRUE	TRUE	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL573339	PI-103	PIK3C2A	NA	NA	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL573339	PI-103	PIK3R5	NA	NA	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL573339	PI-103	PIK3C2G	NA	NA	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL573339	PI-103	PIK3CA	TRUE	TRUE	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL573339	PI-103	PIK3R2	NA	NA	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL573339	PI-103	PIK3C2B	NA	NA	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL573339	PI-103	PIK3CB	TRUE	TRUE	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL573339	PI-103	PIK3R6	NA	NA	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL573339	PI-103	PIK3R3	NA	NA	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL573339	PI-103	PIK3C3	NA	NA	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL573339	PI-103	PIK3CG	NA	TRUE	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL573339	PI-103	PIK3CD	NA	TRUE	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL573339	PI-103	PRKDC	TRUE	NA	TRUE	TRUE	TRUE	NA
Ziehm2017	CHEMBL573339	PI-103	PIK3R1	TRUE	NA	TRUE	TRUE	TRUE	NA
